order_id,klant_id,stad,land,datum_besteld,product,categorie,aantal,stuksprijs,korting_pct,omzet,betaalmethode,beloofde_levertijd,levertijd_dagen,klachtmelding,te_laat
ORD-100628,K1029,Gent,Belgie,11-11-2025,Ibuprofen 400mg,OTC,24,2.38,10.0,51.41,incasso,4,1.4,nee,0
ORD-100928,K1093,rotterdam,NL,2025-06-28,Metformine 850mg,Rx,61,4.38,0.0,267.18,factuur,4,2.5,nee,0
ORD-102221,K1084,Eindhoven,NL,2025-11-24,Simvastatine 40mg,Rx,35,4.15,0.0,145.25,factuur,4,1.0,nee,0
ORD-100525,K1034,Gent,BE,02-05-2025,Vitamine D3 25mcg,OTC,36,7.13,10.0,231.01,factuur,4,2.7,nee,0
ORD-101391,K1051,Rotterdam,NL,24/08/25,Insuline pen,Koelketen,5,43.17,0.0,215.85,creditcard,6,5.5,nee,0
ORD-101425,K1133,Utrceht,NL,27-07-2025,Simvastatine 40mg,Rx,14,4.11,10.0,51.79,vooruitbetaling,4,1.0,nee,0
ORD-101080,K1125,Groningen,NL,24-08-2025,Salbutamol inhalator,Rx,26,18.27,0.0,475.02,,4,2.6,nee,0
ORD-101395,K1041,Maastricht,NL,01/05/25,Paracetamol 500mg,OTC,26,1.8,10.0,42.12,incasso,4,1.8,nee,0
ORD-100399,K1068,A'dam,NL,2025-02-18,Paracetamol 500mg,OTC,20,1.81,15.0,30.77,vooruitbetaling,4,1.4,nee,0
ORD-102088,K1000,Zwolle,NL,2025-07-04,Paracetamol 500mg,OTC,17,1.91,15.0,27.6,creditcard,4,2.7,nee,0
ORD-102184,K1146,antwerpen,BEL,23/04/25,Ibuprofen 400mg,OTC,8,2.3,0.0,18.4,creditcard,4,2.9,nee,0
ORD-101967,K1019,Antwerpen,BE,28-08-2025,Paracetamol 500mg,OTC,10,1.86,0.0,18.6,vooruitbetaling,4,1.0,nee,0
ORD-101134,K1029,Maastricht,NL,25-05-2025,Simvastatine 40mg,Rx,32,4.06,15.0,110.43,incasso,4,3.1,nee,0
ORD-101061,K1152,Maastricht,NL,2025-05-07,Levothyroxine 50mcg,Rx,19,3.09,0.0,58.71,incasso,4,2.1,nee,0
ORD-100589,K1028,Utrecht ,NL,30/03/25,Metformine 850mg,Rx,37,4.25,0.0,157.25,vooruitbetaling,4,2.3,nee,0
ORD-100673,K1168,Amsterdam ,NL,2025-02-17,Metformine 850mg,Rx,9,4.23,5.0,36.17,creditcard,4,1.5,nee,0
ORD-102103,K1030,Rotterdam,NL,2025-07-26,Metformine 850mg,Rx,17,4.11,15.0,59.39,creditcard,4,1.6,nee,0
ORD-100106,K1069,amsterdam,NL,16/11/25,Levothyroxine 50mcg,Rx,25,3.16,15.0,67.15,incasso,4,,nee,0
ORD-101346,K1179,Groningen,NL,2025-06-07,Amoxicilline 250mg,Rx,9,6.81,10.0,55.16,vooruitbetaling,4,1.4,nee,0
ORD-101375,K1034,Antwerpen,BEL,2025-10-02,Ibuprofen 400mg,OTC,12,2.52,10.0,27.22,factuur,4,2.0,nee,0
ORD-101380,K1097,Groningen,NL,17/04/25,Simvastatine 40mg,Rx,31,3.92,0.0,121.52,vooruitbetaling,4,2.6,nee,0
ORD-100835,K1013,Amsterdam ,NL,19-07-2025,Levothyroxine 50mcg,Rx,33,3.06,10.0,90.88,incasso,4,3.9,nee,0
ORD-101739,K1013,Zwolle,NL,28-08-2025,Ibuprofen 400mg,OTC,101,2.38,0.0,240.38,,4,2.4,nee,0
ORD-100251,K1145,Den  Haag,NL,2025-11-28,Metformine 850mg,Rx,28,4.2,20.0,94.08,factuur,4,2.5,nee,0
ORD-100666,K1159,amsterdam,NL,2025-02-09,Amoxicilline 250mg,Rx,7,6.9,10.0,43.47,creditcard,4,1.9,nee,0
ORD-102064,K1087,Utrecht,NL,06-06-2025,Levothyroxine 50mcg,Rx,29,3.34,5.0,92.02,creditcard,4,3.6,ja,0
ORD-101871,K1016,Rotterdam,NL,08-09-2025,Salbutamol inhalator,Rx,33,18.31,5.0,574.02,incasso,4,2.8,nee,0
ORD-100390,K1153,Zwolle,NL,10-11-2025,Paracetamol 500mg,OTC,17,1.87,10.0,28.61,incasso,4,1.7,nee,0
ORD-101467,K1008,Zwolle,NL,2025-06-27,Levothyroxine 50mcg,Rx,50,3.07,0.0,153.5,creditcard,4,4.3,ja,1
ORD-102079,K1141,antwerpen,Belgie,2025-07-30,Metformine 850mg,Rx,66,4.21,15.0,236.18,factuur,4,2.4,nee,0
ORD-101239,K1046,Eindhoven,NL,24-06-2025,Levothyroxine 50mcg,Rx,12,3.18,15.0,32.44,creditcard,4,2.1,nee,0
ORD-101362,K1137,Amsterdam ,NL,2025-11-27,Simvastatine 40mg,Rx,31,3.97,0.0,123.07,incasso,4,2.6,nee,0
ORD-100794,K1161,Amsterdam,NL,25-10-2025,Amoxicilline 250mg,Rx,42,6.73,5.0,268.53,incasso,4,5.1,ja,1
ORD-101933,K1170,Gent,BEL,2025-01-29,Paracetamol 500mg,OTC,9,1.91,0.0,17.19,incasso,4,2.3,nee,0
ORD-100056,K1157,Zwolle,NL,2025-06-29,Vitamine D3 25mcg,OTC,122,7.1,5.0,822.89,factuur,4,3.6,nee,0
ORD-100668,K1038,Utrecht ,NL,07-10-2025,Omeprazol 20mg,Rx,35,5.11,5.0,169.91,creditcard,4,1.6,nee,0
ORD-101656,K1166,Rotterdam,NL,04/09/25,Vitamine D3 25mcg,OTC,23,6.94,10.0,143.66,factuur,4,1.3,nee,0
ORD-100681,K1020,UTRECHT,NL,13-07-2025,Paracetamol 500mg,OTC,120,1.92,10.0,207.36,creditcard,4,2.9,nee,0
ORD-100803,K1137,Maastricht,NL,23/11/25,Levothyroxine 50mcg,Rx,67,3.13,0.0,209.71,factuur,4,2.7,nee,0
ORD-101205,K1098,Groningen,NL,18/10/25,Metformine 850mg,Rx,46,4.46,0.0,205.16,factuur,4,4.2,ja,1
ORD-101077,K1096,Utrceht,NL,30/06/25,Omeprazol 20mg,Rx,20,4.94,0.0,98.8,vooruitbetaling,4,1.7,nee,0
ORD-101090,K1092,Gent,BEL,2025-07-24,Vitamine D3 25mcg,OTC,21,7.07,5.0,141.05,factuur,4,1.0,nee,0
ORD-100120,K1015,Rotterdam,NL,22-10-2025,Simvastatine 40mg,Rx,23,3.98,0.0,91.54,incasso,4,2.9,nee,0
ORD-100346,K1117,Maastricht,NL,25/04/25,Metformine 850mg,Rx,20,4.41,20.0,70.56,vooruitbetaling,4,2.4,nee,0
ORD-101255,K1107,Utrecht,NL,2025-08-14,Ibuprofen 400mg,OTC,1,2.3,10.0,2.07,incasso,4,,nee,0
ORD-100151,K1026,rotterdam,NL,09/11/25,Vitamine D3 25mcg,OTC,84,7.13,15.0,509.08,factuur,4,4.1,nee,1
ORD-101524,K1175,Den Haag,NL,06-08-2025,Paracetamol 500mg,OTC,14,1.91,10.0,24.07,creditcard,4,1.0,nee,0
ORD-102254,K1117,A'dam,NL,22/07/25,Simvastatine 40mg,Rx,78,3.96,20.0,247.1,vooruitbetaling,4,4.0,nee,0
ORD-100827,K1155,Gent,BE,08/08/25,Levothyroxine 50mcg,Rx,25,3.22,15.0,68.42,incasso,4,3.1,nee,0
ORD-101254,K1114,Rotterdam,NL,2025-01-15,Amoxicilline 250mg,Rx,23,7.01,0.0,161.23,factuur,4,1.0,nee,0
ORD-102252,K1136,UTRECHT,NL,21/10/25,Vitamine D3 25mcg,OTC,28,7.25,5.0,192.85,incasso,4,1.9,nee,0
ORD-100524,K1168,Amsterdam ,NL,2025-09-22,Paracetamol 500mg,OTC,26,1.89,5.0,99.86,vooruitbetaling,4,6.4,nee,1
ORD-101265,K1132,Anvers,BE,15/01/25,Vitamine D3 25mcg,OTC,7,7.2,5.0,47.88,factuur,4,3.2,nee,0
ORD-100021,K1028,Utrceht,NL,09/11/25,Metformine 850mg,Rx,49,3.94,5.0,183.41,creditcard,4,3.4,nee,0
ORD-100405,K1112,Gent,BE,12-02-2025,Vitamine D3 25mcg,OTC,44,7.04,5.0,294.27,vooruitbetaling,4,2.8,nee,0
ORD-100257,K1105,Eindhoven,NL,2025-09-03,Salbutamol inhalator,Rx,17,19.66,10.0,300.8,vooruitbetaling,4,1.0,nee,0
ORD-102310,K1043,Maastricht,NL,16-09-2025,Amoxicilline 250mg,Rx,70,6.89,5.0,458.18,vooruitbetaling,4,3.0,nee,0
ORD-100700,K1028,amsterdam,NL,16-05-2025,Paracetamol 500mg,OTC,56,1.87,0.0,104.72,vooruitbetaling,4,4.9,ja,1
ORD-100388,K1128,A'dam,NL,2025-10-09,Omeprazol 20mg,Rx,24,5.34,10.0,115.34,vooruitbetaling,4,3.0,ja,0
ORD-102143,K1168,Gent,BE,16-01-2025,Paracetamol 500mg,OTC,30,1.8,0.0,54.0,,4,1.7,nee,0
ORD-101549,K1150,Maastricht,NL,26-09-2025,Omeprazol 20mg,Rx,8,4.85,0.0,38.8,incasso,4,1.4,nee,0
ORD-101948,K1022,utrecht,NL,25/05/25,Paracetamol 500mg,OTC,25,1.86,10.0,41.85,vooruitbetaling,4,,nee,0
ORD-100185,K1114,Maastricht,NL,29/11/25,Vitamine D3 25mcg,OTC,66,7.69,,482.16,vooruitbetaling,4,3.8,nee,0
ORD-101966,K1112,Antwerpen,BEL,2025-11-11,Ibuprofen 400mg,OTC,3,2.48,5.0,7.07,creditcard,4,1.0,nee,0
ORD-100043,K1030,Anvers,BEL,24-08-2025,Amoxicilline 250mg,Rx,30,6.25,0.0,187.5,incasso,4,1.3,nee,0
ORD-100473,K1052,Rotterdam,NL,2025-10-02,Omeprazol 20mg,Rx,95,5.17,5.0,466.59,vooruitbetaling,4,1.4,nee,0
ORD-100852,K1079,A'dam,NL,05/09/25,Levothyroxine 50mcg,Rx,15,2.93,0.0,43.95,creditcard,4,4.7,ja,1
ORD-100812,K1175,Maastricht,NL,2025-02-16,Omeprazol 20mg,Rx,35,5.07,0.0,177.45,incasso,4,4.9,nee,1
ORD-100340,K1153,Groningen,NL,09/09/25,Paracetamol 500mg,OTC,6,1.84,0.0,11.04,vooruitbetaling,4,6.3,ja,1
ORD-101166,K1173,UTRECHT,NL,16/01/25,Salbutamol inhalator,Rx,162,18.25,5.0,2808.68,creditcard,4,1.7,nee,0
ORD-100696,K1177,Rotterdam,NL,2025-11-24,Amoxicilline 250mg,Rx,24,6.51,10.0,140.62,factuur,4,3.6,ja,0
ORD-100364,K1050,Maastricht,NL,05/11/25,Metformine 850mg,Rx,21,4.11,10.0,77.68,factuur,4,3.2,nee,0
ORD-101041,K1061,Zwolle,NL,21-07-2025,Salbutamol inhalator,Rx,30,17.56,10.0,474.12,incasso,4,2.2,nee,0
ORD-102396,K1102,Rotterdam,NL,2025-10-16,Omeprazol 20mg,Rx,7,5.11,10.0,32.19,,4,2.6,nee,0
ORD-101853,K1162,Groningen,NL,08-10-2025,Simvastatine 40mg,Rx,25,4.05,0.0,101.25,vooruitbetaling,4,4.3,ja,1
ORD-101858,K1004,antwerpen,BE,20-09-2025,Simvastatine 40mg,Rx,17,3.89,0.0,66.13,creditcard,4,1.8,nee,0
ORD-100960,K1079,Utrecht ,NL,2025-03-21,Metformine 850mg,Rx,9,4.56,10.0,36.94,vooruitbetaling,4,1.8,nee,0
ORD-102104,K1121,Rotterdam,NL,15/01/25,Vitamine D3 25mcg,OTC,50,7.12,0.0,356.0,incasso,4,3.7,nee,0
ORD-101073,K1038,Utrecht,NL,20-05-2025,Insuline pen,Koelketen,33,43.1,0.0,1422.3,incasso,6,5.4,nee,0
ORD-101350,K1172,Zwolle,NL,06/09/25,Paracetamol 500mg,OTC,42,1.91,5.0,76.21,creditcard,4,2.6,nee,0
ORD-100315,K1052,Rotterdam,NL,2025-07-04,Amoxicilline 250mg,Rx,72,6.96,0.0,501.12,creditcard,4,2.4,nee,0
ORD-100329,K1032,Groningen,NL,25-04-2025,Salbutamol inhalator,Rx,10,18.63,20.0,149.04,vooruitbetaling,4,3.5,nee,0
ORD-100512,K1083,Eindhoven,NL,06/10/25,Ibuprofen 400mg,OTC,23,2.45,,53.53,vooruitbetaling,4,2.6,nee,0
ORD-100662,K1008,UTRECHT,NL,27/11/25,Amoxicilline 250mg,Rx,34,6.41,10.0,196.15,creditcard,4,1.1,nee,0
ORD-100345,K1089,Eindhoven,NL,2025-08-15,Insuline pen,Koelketen,25,42.29,0.0,1057.25,creditcard,6,6.3,nee,1
ORD-101603,K1036,Amsterdam ,NL,25-05-2025,Vitamine D3 25mcg,OTC,22,7.27,0.0,159.94,creditcard,4,2.2,nee,0
ORD-100832,K1002,Amsterdam,NL,05-11-2025,Simvastatine 40mg,Rx,56,4.05,,226.8,vooruitbetaling,4,2.8,nee,0
ORD-101310,K1064,A'dam,NL,2025-06-26,Metformine 850mg,Rx,17,4.21,15.0,60.83,creditcard,4,1.6,nee,0
ORD-100683,K1151,Gent,BE,25-05-2025,Amoxicilline 250mg,Rx,35,6.83,0.0,239.05,incasso,4,4.9,ja,1
ORD-102138,K1007,amsterdam,NL,07/05/25,Vitamine D3 25mcg,OTC,16,7.29,15.0,99.14,,4,2.2,nee,0
ORD-101676,K1075,Rotterdam,NL,2025-01-09,Levothyroxine 50mcg,Rx,32,3.11,10.0,89.57,factuur,4,4.2,nee,1
ORD-101863,K1179,Amsterdam,NL,2025-01-15,Salbutamol inhalator,Rx,16,17.75,,227.2,vooruitbetaling,4,2.7,nee,0
ORD-101002,K1149,Utrecht ,NL,08/04/25,Paracetamol 500mg,OTC,56,1.85,20.0,82.88,,4,2.6,nee,0
ORD-100789,K1103,'s-Gravenhage,NL,27/09/25,Metformine 850mg,Rx,45,4.14,10.0,167.67,vooruitbetaling,4,4.1,nee,1
ORD-101236,K1158,Utrceht,NL,2025-01-30,Vitamine D3 25mcg,OTC,15,7.28,0.0,109.2,factuur,4,1.7,nee,0
ORD-100772,K1076,Utrceht,NL,2025-09-04,Vitamine D3 25mcg,OTC,32,7.15,10.0,205.92,vooruitbetaling,4,4.0,ja,1
ORD-101510,K1091,Den  Haag,NL,23/09/25,Levothyroxine 50mcg,Rx,13,3.07,0.0,39.91,incasso,4,1.7,nee,0
ORD-100066,K1178,utrecht,NL,2025-10-19,Vitamine D3 25mcg,OTC,56,6.93,5.0,368.68,factuur,4,3.9,nee,0
ORD-101950,K1101,Eindhoven,NL,12-02-2025,Omeprazol 20mg,Rx,19,5.04,0.0,95.76,creditcard,4,1.1,nee,0
ORD-102203,K1157,Maastricht,NL,22/10/25,Ibuprofen 400mg,OTC,14,2.46,0.0,34.44,incasso,4,1.6,nee,0
ORD-100932,K1116,Rotterdam,NL,04-10-2025,Simvastatine 40mg,Rx,40,3.92,5.0,148.96,incasso,4,2.8,nee,0
ORD-101715,K1025,Amsterdam ,NL,28-10-2025,Metformine 850mg,Rx,15,4.3,0.0,64.5,creditcard,4,2.2,nee,0
ORD-100731,K1173,Eindhoven,NL,24-09-2025,Insuline pen,Koelketen,7,41.8,20.0,234.08,factuur,6,2.5,nee,0
ORD-102315,K1148,Groningen,NL,2025-06-11,Amoxicilline 250mg,Rx,54,6.47,20.0,279.5,vooruitbetaling,4,3.3,nee,0
ORD-100643,K1168,Eindhoven,NL,01/04/25,Ibuprofen 400mg,OTC,118,2.4,0.0,283.2,creditcard,4,4.5,ja,1
ORD-100234,K1064,A'dam,NL,28/01/25,Levothyroxine 50mcg,Rx,8,3.07,0.0,24.56,factuur,4,1.7,nee,0
ORD-100808,K1151,Maastricht,NL,26/02/25,Paracetamol 500mg,OTC,18,1.82,5.0,31.12,creditcard,4,,nee,0
ORD-101307,K1021,Gent,Belgie,10-03-2025,Insuline pen,Koelketen,46,41.73,5.0,1823.6,creditcard,6,3.6,nee,0
ORD-100645,K1073,Amsterdam,NL,2025-01-31,Ibuprofen 400mg,OTC,23,2.44,,56.12,,4,4.4,ja,1
ORD-100417,K1028,Utrecht ,NL,24/06/25,Ibuprofen 400mg,OTC,9,2.54,5.0,21.72,creditcard,4,3.1,nee,0
ORD-102250,K1103,Zwolle,NL,20-07-2025,Vitamine D3 25mcg,OTC,24,7.33,10.0,158.33,vooruitbetaling,4,3.1,nee,0
ORD-101666,K1175,Zwolle,NL,02-03-2025,Paracetamol 500mg,OTC,13,1.79,10.0,20.94,factuur,4,3.7,nee,0
ORD-101822,K1032,'s-Gravenhage,NL,13-01-2025,Vitamine D3 25mcg,OTC,41,7.3,10.0,269.37,incasso,4,2.5,nee,0
ORD-102082,K1128,Anvers,Belgie,2025-06-19,Vitamine D3 25mcg,OTC,13,7.81,5.0,96.45,factuur,4,1.3,nee,0
ORD-101138,K1038,Groningen,NL,2025-08-24,Vitamine D3 25mcg,OTC,10,7.18,,64.62,creditcard,4,3.8,nee,0
ORD-100541,K1121,Eindhoven,NL,2025-01-31,Salbutamol inhalator,Rx,23,18.26,0.0,419.98,incasso,4,4.3,ja,1
ORD-101313,K1176,Gent,BEL,2025-10-12,Ibuprofen 400mg,OTC,17,2.41,,40.97,vooruitbetaling,4,3.2,nee,0
ORD-102359,K1177,Eindhoven,NL,13-10-2025,Omeprazol 20mg,Rx,13,5.34,0.0,69.42,vooruitbetaling,4,2.7,nee,0
ORD-100200,K1055,amsterdam,NL,14/05/25,Simvastatine 40mg,Rx,54,3.84,5.0,196.99,vooruitbetaling,4,3.7,nee,0
ORD-101963,K1137,rotterdam,NL,30-10-2025,Simvastatine 40mg,Rx,7,4.0,5.0,26.6,factuur,4,1.1,nee,0
ORD-101295,K1158,Utrecht,NL,2025-02-20,Insuline pen,Koelketen,16,42.43,0.0,678.88,factuur,6,5.6,nee,0
ORD-101504,K1097,Zwolle,NL,14-11-2025,Simvastatine 40mg,Rx,12,4.15,15.0,42.33,incasso,4,2.8,nee,0
ORD-100313,K1161,Rotterdam,NL,2025-10-08,Levothyroxine 50mcg,Rx,35,3.12,0.0,109.2,incasso,4,1.9,nee,0
ORD-101913,K1051,A'dam,NL,25/03/25,Amoxicilline 250mg,Rx,23,6.62,5.0,144.65,factuur,4,1.5,nee,0
ORD-100306,K1169,A'dam,NL,12-11-2025,Vitamine D3 25mcg,OTC,30,7.3,15.0,186.15,vooruitbetaling,4,2.9,nee,0
ORD-101940,K1023,Utrecht ,NL,2025-08-12,Omeprazol 20mg,Rx,86,5.08,5.0,415.04,vooruitbetaling,4,1.0,nee,0
ORD-100940,K1096,'s-Gravenhage,NL,28/07/25,Salbutamol inhalator,Rx,1,19.62,0.0,19.62,creditcard,4,1.0,nee,0
ORD-101308,K1123,A'dam,NL,27-08-2025,Omeprazol 20mg,Rx,17,5.31,15.0,76.73,vooruitbetaling,4,3.6,nee,0
ORD-100129,K1044,Gent,Belgie,17/03/25,Ibuprofen 400mg,OTC,18,2.39,10.0,38.72,creditcard,4,2.8,nee,0
ORD-100395,K1174,Maastricht,NL,2025-03-04,Amoxicilline 250mg,Rx,24,7.04,5.0,160.51,,4,1.6,nee,0
ORD-102332,K1098,Maastricht,NL,03/07/25,Ibuprofen 400mg,OTC,13,2.57,5.0,31.74,vooruitbetaling,4,2.4,nee,0
ORD-101929,K1115,Eindhoven,NL,15-07-2025,Levothyroxine 50mcg,Rx,15,3.07,5.0,43.75,incasso,4,2.8,nee,0
ORD-100326,K1107,Rotterdam,NL,2025-01-20,Simvastatine 40mg,Rx,7,4.0,0.0,28.0,creditcard,4,3.3,nee,0
ORD-100191,K1123,Zwolle,NL,18-03-2025,Paracetamol 500mg,OTC,42,1.78,10.0,67.28,incasso,4,3.5,nee,0
ORD-100722,K1159,Gent,Belgie,2025-10-06,Salbutamol inhalator,Rx,10,18.08,5.0,171.76,factuur,4,3.6,nee,0
ORD-101854,K1077,Maastricht,NL,10-08-2025,Levothyroxine 50mcg,Rx,30,3.11,5.0,88.64,creditcard,4,3.2,nee,0
ORD-100307,K1090,Utrecht ,NL,22-08-2025,Ibuprofen 400mg,OTC,84,2.43,5.0,193.91,,4,5.3,ja,1
ORD-101064,K1009,Eindhoven,NL,2025-05-13,Paracetamol 500mg,OTC,52,1.85,5.0,91.39,vooruitbetaling,4,1.8,nee,0
ORD-101397,K1128,Zwolle,NL,2025-03-21,Insuline pen,Koelketen,72,41.24,0.0,2969.28,factuur,6,2.4,nee,0
ORD-100495,K1056,den haag,NL,2025-07-27,Insuline pen,Koelketen,16,42.12,10.0,606.53,factuur,6,4.2,nee,0
ORD-100384,K1034,Zwolle,NL,16/10/25,Salbutamol inhalator,Rx,16,18.8,10.0,270.72,,4,1.0,nee,0
ORD-100582,K1059,Maastricht,NL,18-03-2025,Levothyroxine 50mcg,Rx,48,3.19,5.0,145.46,factuur,4,,nee,0
ORD-100397,K1126,Groningen,NL,2025-11-04,Levothyroxine 50mcg,Rx,22,3.07,5.0,64.16,incasso,4,3.1,nee,0
ORD-102393,K1029,antwerpen,BEL,2025-05-11,Vitamine D3 25mcg,OTC,4,7.31,5.0,27.78,creditcard,4,2.3,nee,0
ORD-101629,K1168,Utrecht,NL,2025-03-15,Salbutamol inhalator,Rx,15,17.64,10.0,238.14,creditcard,4,1.0,nee,0
ORD-100161,K1010,Utrecht,NL,2025-11-04,Paracetamol 500mg,OTC,15,1.79,0.0,26.85,incasso,4,1.4,nee,0
ORD-101334,K1157,Groningen,NL,2025-05-03,Paracetamol 500mg,OTC,29,1.8,0.0,52.2,creditcard,4,4.1,ja,1
ORD-102215,K1109,antwerpen,BE,28/02/25,Levothyroxine 50mcg,Rx,39,3.2,10.0,112.32,creditcard,4,3.1,nee,0
ORD-101103,K1178,Maastricht,NL,2025-05-16,Ibuprofen 400mg,OTC,21,2.51,5.0,50.07,vooruitbetaling,4,4.7,ja,1
ORD-100936,K1121,den haag,NL,2025-11-14,Simvastatine 40mg,Rx,13,3.88,10.0,45.4,incasso,4,2.5,nee,0
ORD-101039,K1068,amsterdam,NL,22/02/25,Salbutamol inhalator,Rx,14,17.92,15.0,213.25,factuur,4,3.1,nee,0
ORD-101366,K1177,Groningen,NL,07/11/25,Amoxicilline 250mg,Rx,81,6.52,0.0,528.12,vooruitbetaling,4,4.8,ja,1
ORD-101274,K1129,Groningen,NL,05-05-2025,Vitamine D3 25mcg,OTC,13,7.69,15.0,84.97,factuur,4,1.5,nee,0
ORD-102237,K1137,Utrecht,NL,2025-03-10,Vitamine D3 25mcg,OTC,37,7.72,15.0,242.79,,4,2.7,nee,0
ORD-101926,K1067,Rotterdam,NL,06/11/25,Paracetamol 500mg,OTC,63,1.85,10.0,104.9,incasso,4,2.5,nee,0
ORD-101949,K1081,Amsterdam,NL,2025-10-10,Omeprazol 20mg,Rx,77,4.97,5.0,363.56,vooruitbetaling,4,5.5,nee,1
ORD-102068,K1005,Groningen,NL,11/06/25,Levothyroxine 50mcg,Rx,10,2.92,5.0,27.74,incasso,4,1.6,nee,0
ORD-100569,K1021,Amsterdam,NL,18/01/25,Simvastatine 40mg,Rx,24,3.97,0.0,95.28,vooruitbetaling,4,2.9,nee,0
ORD-101159,K1084,Maastricht,NL,29-07-2025,Vitamine D3 25mcg,OTC,26,7.34,20.0,152.67,factuur,4,2.4,nee,0
ORD-101560,K1039,utrecht,NL,22-05-2025,Insuline pen,Koelketen,37,40.94,0.0,1514.78,incasso,6,3.9,nee,0
ORD-101591,K1039,Zwolle,NL,2025-06-05,Amoxicilline 250mg,Rx,23,7.1,0.0,163.3,incasso,4,2.5,nee,0
ORD-101880,K1029,Utrecht ,NL,26/05/25,Paracetamol 500mg,OTC,51,1.88,5.0,91.09,incasso,4,1.0,nee,0
ORD-100047,K1080,rotterdam,NL,28-03-2025,Metformine 850mg,Rx,26,4.61,20.0,95.89,creditcard,4,4.5,ja,1
ORD-100029,K1110,amsterdam,NL,30/01/25,Paracetamol 500mg,OTC,21,1.93,15.0,34.45,factuur,4,1.0,nee,0
ORD-101595,K1047,antwerpen,BE,21-01-2025,Amoxicilline 250mg,Rx,11,6.51,0.0,71.61,creditcard,4,1.6,nee,0
ORD-101925,K1132,Groningen,NL,29-07-2025,Amoxicilline 250mg,Rx,6,7.13,10.0,38.5,creditcard,4,2.1,nee,0
ORD-100501,K1125,Zwolle,NL,06/04/25,Paracetamol 500mg,OTC,13,1.81,10.0,21.18,creditcard,4,3.8,nee,0
ORD-101846,K1134,UTRECHT,NL,03-11-2025,Insuline pen,Koelketen,8,40.63,0.0,325.04,factuur,6,4.0,nee,0
ORD-102242,K1159,,NL,11/07/25,Simvastatine 40mg,Rx,33,4.04,0.0,133.32,creditcard,4,3.5,nee,0
ORD-101185,K1086,Utrecht,NL,09-04-2025,Levothyroxine 50mcg,Rx,46,3.27,5.0,142.9,vooruitbetaling,4,3.1,nee,0
ORD-101268,K1003,Anvers,BEL,2025-05-14,Vitamine D3 25mcg,OTC,7,7.36,20.0,41.22,incasso,4,2.5,nee,0
ORD-101856,K1118,A'dam,NL,2025-04-05,Insuline pen,Koelketen,52,42.09,10.0,1969.81,vooruitbetaling,6,6.1,ja,1
ORD-101862,K1032,Utrceht,NL,21/05/25,Metformine 850mg,Rx,28,4.33,10.0,109.12,creditcard,4,3.2,nee,0
ORD-101794,K1067,A'dam,NL,2025-06-30,Ibuprofen 400mg,OTC,10,2.38,5.0,22.61,incasso,4,1.0,nee,0
ORD-102156,K1074,A'dam,NL,03/08/25,Amoxicilline 250mg,Rx,15,6.69,15.0,85.3,creditcard,4,3.2,nee,0
ORD-100432,K1153,Rotterdam,NL,25/02/25,Amoxicilline 250mg,Rx,58,6.92,15.0,341.16,,4,3.0,nee,0
ORD-100996,K1002,Eindhoven,NL,26-02-2025,Levothyroxine 50mcg,Rx,12,3.03,10.0,32.72,factuur,4,2.6,nee,0
ORD-102324,K1127,Utrceht,NL,18/05/25,Insuline pen,Koelketen,14,40.74,10.0,513.32,creditcard,6,5.5,nee,0
ORD-102270,K1024,Zwolle,NL,2025-07-22,Salbutamol inhalator,Rx,3,18.31,10.0,49.44,factuur,4,2.8,nee,0
ORD-100366,K1082,utrecht,NL,13/08/25,Salbutamol inhalator,Rx,6,19.15,0.0,114.9,factuur,4,1.0,nee,0
ORD-101076,K1170,rotterdam,NL,19-09-2025,Salbutamol inhalator,Rx,19,18.53,10.0,316.86,incasso,4,3.6,nee,0
ORD-101078,K1091,Utrecht,NL,03/09/25,Salbutamol inhalator,Rx,21,18.44,5.0,367.88,incasso,4,1.0,nee,0
ORD-100260,K1085,Utrecht,NL,27-07-2025,Paracetamol 500mg,OTC,3,1.89,20.0,4.54,factuur,4,1.8,nee,0
ORD-100556,K1094,amsterdam,NL,16/10/25,Simvastatine 40mg,Rx,32,3.96,0.0,126.72,creditcard,4,2.4,nee,0
ORD-102066,K1003,Maastricht,NL,05-05-2025,Levothyroxine 50mcg,Rx,67,3.19,10.0,192.36,factuur,4,3.6,nee,0
ORD-100572,K1115,Maastricht,NL,31-01-2025,Simvastatine 40mg,Rx,124,3.91,5.0,460.6,creditcard,4,3.3,nee,0
ORD-102373,K1114,Eindhoven,NL,2025-08-27,Amoxicilline 250mg,Rx,9,6.83,15.0,52.25,vooruitbetaling,4,2.9,nee,0
ORD-100599,K1152,A'dam,NL,14-02-2025,Ibuprofen 400mg,OTC,46,2.43,5.0,106.19,vooruitbetaling,4,2.9,nee,0
ORD-102358,K1095,Amsterdam ,NL,29-09-2025,Simvastatine 40mg,Rx,52,3.93,0.0,204.36,factuur,4,1.4,nee,0
ORD-102041,K1064,UTRECHT,NL,23-03-2025,Insuline pen,Koelketen,10,40.95,20.0,327.6,vooruitbetaling,6,4.8,nee,0
ORD-100419,K1089,antwerpen,BEL,09-11-2025,Metformine 850mg,Rx,8,4.36,15.0,29.65,creditcard,4,1.0,nee,0
ORD-101302,K1140,Eindhoven,NL,26/01/25,Paracetamol 500mg,OTC,8,1.86,0.0,14.88,incasso,4,3.2,nee,0
